DJKEYX,DJBSCD,DJBUCD,DJEWNB,DJFANB,DJEXNB,DJGINA,DJJ2CD,DJKXST,DJERDT,DJEHDT,DJOVNB,DJO6CD,DJG8NA,DJMDOR,DJMDOS,DJMATI,DJMATN,DJNBHR,DJNBHS,DJGKVA,DJGLVA,DJGMVA,DJGNVA,DJJLST,DJLYTX,BOKEYX,BOACCD,BOJ1CD,BODES1,BODES2,BOJ2CD,BOCDFX,BOKACD,BOOPER,BOETAT,BOSEMC,BOKBCD,BODTCH,BODTEN,BODTRE,BODTAD,BODTRD,BODTAC,BODTAU,BOAUTO,BOREQX,BODEMD,BOA7NA,BOJ8CD,BOJ9CD,BOREFX,BOFITX,BOESTM,BODURE,BOMDOR,BOMDOS,BOMATI,BOMATN,BODOWN,BONBHR,BONBHS,BOHREM,BOFACT,BOJ7CD,BOLCH1,BOLCH2,BOLCH3,BOLCH4,BOCH1X,BOCH2X,BOCH3X,BOCH4X,BOIMPR,BOKEY1,BOKEY2,BOMFTX,BOM9CD,BONINB,BOGKVA,BOGLVA,BOGMVA,BOGNVA,BODHTX,CRTDAT,CRTYR,CRTMTH,CRTWK,CLSDAT,CLSMTH,CLSWK,DUEDAT,DUEYR,DUEMTH,DUEWK,REM_TIME,CNT,REMARK,CRTPER,CLSYR,CLSPER,DUEPER,TYPECAT,TYPECAT2,prevYN,shutYN,corrYN,modYN,runYN,DIV,UL,DESC_UL,FNCT,DESC_FNCT,DESC_EQ,CRIT,COND,DESC_TACHE,FREQ,T_EST,ATE,MET,EQUIPE,PRIO_BT,Ordre,ETAT_TRV,GRP,S_GRP,DUREE,MESURE,CLD,TYPE BT CLD,IND.TRV,ANNEE.DEBUT,ANNEE.FIN,FREQ.CLD,SEM.DEBUT,DERN.ENTR.CLD,CMPT,TYPE BT CMPT,TYPE CMPT,LAST CMPT,FRQ CMPT,ANTICIP CMPT,DATE LAST BT,CLND,ATE-MET,YEAR,WEEKNO,MONTH,EST_TIME
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,12,3,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,14,4,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,16,4,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,18,4,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,20,5,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,22,5,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,24,6,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,26,6,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,28,7,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,30,7,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,32,8,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,34,8,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,36,9,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,38,9,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,40,10,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,42,10,1
1638290,SMAGA,MAGA,1,0,1,N/A,1,6,1161114,0,0,N/A,N/A,0,0,0,0,0,0,0,0,0,0,N/A,N/A,1638290,BAT1351,SINS038A,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,1,N/A,P,PR,2,46,N/A,1161024,1161024,1161118,1161114,0,0,1161024,MLAMO038,N/A,N/A,Fréquence annuelle standard: 26,N/A,N/A,NORMAND DÉNOMMÉE,N/A,1,N/A,0,0,0,0,0,0,0,739,N,SMAGA,SBATI122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,115,ENT,B000791030,N/A,0,0,0,0,0,N/A,2016-10-24,2016,10,43,N/A,N/A,N/A,2016-11-14,2016,11,46,1,1,Fréquence annuelle standard: 26,2016-10,N/A,NA-NA,2016-10,N/A,Pr�ventif,TRUE,FALSE,FALSE,FALSE,TRUE,115,SMAGA,MAGASIN SERVICES & ACHATS,SBATI122,ENTREPÔT DE SERVICES ET ACHATS,ENTREPÔT DE SERVICES ET ACHATS,D,U,INSPECTION GENERAL DE L'ENTREPOT DE CSA         * DOC *,Fréquence annuelle standard: 26,1,SMAGA,MAGA,1,1,99,N/A,N/A,N/A,N/A,N/A,O,P,S,2014,2999,002,02,202017,N,N/A,N/A,N/A,N/A,N/A,N/A,X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X X,SMAGAMAGA,2017,44,10,1
